Date,Close_BTC-USD,Close_BZ=F,Close_CL=F,Close_TSLA,Close_^DJI,Close_^GSPC,Close_^TNX,Close_^VIX,High_BTC-USD,High_BZ=F,High_CL=F,High_TSLA,High_^DJI,High_^GSPC,High_^TNX,High_^VIX,Low_BTC-USD,Low_BZ=F,Low_CL=F,Low_TSLA,Low_^DJI,Low_^GSPC,Low_^TNX,Low_^VIX,Open_BTC-USD,Open_BZ=F,Open_CL=F,Open_TSLA,Open_^DJI,Open_^GSPC,Open_^TNX,Open_^VIX,Volume_BTC-USD,Volume_BZ=F,Volume_CL=F,Volume_TSLA,Volume_^DJI,Volume_^GSPC,Volume_^TNX,Volume_^VIX,CPI,PPI,Unemployment_Rate,Consumer_Sentiment,Federal_Funds_Rate,Durable_Goods_Orders,Industrial_Production_Index,Labor_Force_Participation
2010-06-29,,75.44000244140625,75.94000244140625,1.5926669836044312,9870.2998046875,1041.239990234375,2.9670000076293945,34.130001068115234,,76.16000366210938,78.31999969482422,1.6666669845581055,10135.7998046875,1071.0999755859375,3.000999927520752,35.38999938964844,,74.86000061035156,75.20999908447266,1.1693329811096191,9811.919921875,1035.1800537109375,2.9560000896453857,31.219999313354492,,76.16000366210938,78.1500015258789,1.2666670083999634,10135.7197265625,1071.0999755859375,2.99399995803833,31.219999313354492,,161.0,323267.0,281494500.0,290500000.0,6136700000.0,0.0,0.0,217.199,183.5,9.4,76.0,0.18,185667.0,91.9033,64.6
2010-06-30,,75.01000213623047,75.62999725341797,1.5886670351028442,9774.01953125,1030.7099609375,2.9509999752044678,34.540000915527344,,75.94999694824219,76.83000183105469,2.0280001163482666,9908.919921875,1048.0799560546875,2.98799991607666,34.630001068115234,,74.05999755859375,74.38999938964844,1.553333044052124,9753.83984375,1028.3299560546875,2.947000026702881,31.739999771118164,,75.58999633789062,75.45999908447266,1.7193330526351929,9868.33984375,1040.56005859375,2.9539999961853027,33.95000076293945,,242.0,357752.0,257806500.0,235090000.0,5067080000.0,0.0,0.0,217.199,183.5,9.4,76.0,0.18,185667.0,91.9033,64.6
2010-07-01,,72.33999633789062,72.94999694824219,1.4639999866485596,9732.5302734375,1027.3699951171875,2.927000045776367,32.86000061035156,,74.26000213623047,75.4000015258789,1.7280000448226929,9795.48046875,1033.5799560546875,2.944999933242798,37.58000183105469,,71.58000183105469,72.05000305175781,1.3513330221176147,9621.8896484375,1010.9099731445312,2.882999897003174,32.720001220703125,,74.12000274658203,75.37000274658203,1.6666669845581055,9773.26953125,1031.0999755859375,2.928999900817871,34.40999984741211,,300.0,405081.0,123282000.0,262820000.0,6435770000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-02,,71.6500015258789,72.13999938964844,1.2799999713897705,9686.48046875,1022.5800170898438,2.9790000915527344,30.1200008392334,,72.70999908447266,73.37999725341797,1.5399999618530273,9770.8701171875,1032.949951171875,2.990000009536743,31.8799991607666,,71.4800033569336,71.62000274658203,1.24733304977417,9614.3203125,1015.9299926757812,2.9089999198913574,29.350000381469727,,72.48999786376953,72.66999816894531,1.5333329439163208,9732.5302734375,1027.6500244140625,2.944999933242798,31.709999084472656,,156.0,256171.0,77097000.0,199570000.0,3968500000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-05,,71.6500015258789,72.13999938964844,1.2799999713897705,9686.48046875,1022.5800170898438,2.9790000915527344,30.1200008392334,,72.70999908447266,73.37999725341797,1.5399999618530273,9770.8701171875,1032.949951171875,2.990000009536743,31.8799991607666,,71.4800033569336,71.62000274658203,1.24733304977417,9614.3203125,1015.9299926757812,2.9089999198913574,29.350000381469727,,72.48999786376953,72.66999816894531,1.5333329439163208,9732.5302734375,1027.6500244140625,2.944999933242798,31.709999084472656,,156.0,256171.0,77097000.0,199570000.0,3968500000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-06,,71.44999694824219,71.9800033569336,1.0740000009536743,9743.6201171875,1028.06005859375,2.931999921798706,29.649999618530273,,73.23999786376953,73.86000061035156,1.3333330154418945,9858.1298828125,1042.5,2.993000030517578,31.149999618530273,,71.01000213623047,71.08999633789062,1.0553330183029175,9659.009765625,1018.3499755859375,2.928999900817871,27.959999084472656,,72.44999694824219,72.05999755859375,1.3333330154418945,9686.48046875,1028.0899658203125,2.9700000286102295,28.81999969482422,,232.0,325727.0,103003500.0,261020000.0,4691240000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-07,,73.51000213623047,74.06999969482422,1.053333044052124,10018.2802734375,1060.27001953125,2.9800000190734863,26.84000015258789,,73.73999786376953,74.55999755859375,1.108667016029358,10026.599609375,1060.8900146484375,2.9800000190734863,29.559999465942383,,72.26000213623047,71.44000244140625,0.9986670017242432,9736.7001953125,1028.5400390625,2.9210000038146973,26.84000015258789,,72.26000213623047,72.06999969482422,1.0933330059051514,9743.6201171875,1028.5400390625,2.9230000972747803,29.559999465942383,,116.0,288660.0,103825500.0,219560000.0,4931220000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-08,,74.70999908447266,75.44000244140625,1.1640000343322754,10138.990234375,1070.25,3.0199999809265137,25.709999084472656,,75.16999816894531,76.0,1.1679999828338623,10139.8603515625,1071.25,3.0510001182556152,27.420000076293945,,73.97000122070312,74.37999725341797,1.0379999876022339,10019.259765625,1058.239990234375,3.0,25.709999084472656,,74.2699966430664,74.8499984741211,1.0759999752044678,10019.259765625,1062.9200439453125,3.0,26.5,,231.0,325813.0,115671000.0,192210000.0,4548460000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-09,,75.41999816894531,76.08999633789062,1.159999966621399,10198.0302734375,1077.9599609375,3.055999994277954,24.979999542236328,,75.83999633789062,76.4800033569336,1.1933330297470093,10201.76953125,1078.1600341796875,3.061000108718872,25.670000076293945,,74.44000244140625,75.0,1.1033329963684082,10118.41015625,1068.0999755859375,3.0230000019073486,24.3700008392334,,74.52999877929688,75.8499984741211,1.1720000505447388,10138.990234375,1070.5,3.0380001068115234,25.350000381469727,,206.0,269887.0,60759000.0,134810000.0,3506570000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
2010-07-12,,74.37000274658203,74.94999694824219,1.136667013168335,10216.26953125,1078.75,3.0460000038146973,24.43000030517578,,75.58000183105469,76.43000030517578,1.2046669721603394,10220.2802734375,1080.780029296875,3.053999900817871,25.139999389648438,,73.93000030517578,74.5199966430664,1.1333329677581787,10146.490234375,1070.449951171875,3.0139999389648438,23.530000686645508,,74.98999786376953,76.30000305175781,1.196666955947876,10199.240234375,1077.22998046875,3.0429999828338623,24.65999984741211,,192.0,309169.0,33037500.0,131490000.0,3426990000.0,0.0,0.0,217.605,184.1,9.4,67.8,0.18,187506.0,92.2549,64.6
