Date,Close_BTC-USD,Close_BZ=F,Close_CL=F,Close_TSLA,Close_^DJI,Close_^GSPC,Close_^TNX,Close_^VIX,High_BTC-USD,High_BZ=F,High_CL=F,High_TSLA,High_^DJI,High_^GSPC,High_^TNX,High_^VIX,Low_BTC-USD,Low_BZ=F,Low_CL=F,Low_TSLA,Low_^DJI,Low_^GSPC,Low_^TNX,Low_^VIX,Open_BTC-USD,Open_BZ=F,Open_CL=F,Open_TSLA,Open_^DJI,Open_^GSPC,Open_^TNX,Open_^VIX,Volume_BTC-USD,Volume_BZ=F,Volume_CL=F,Volume_TSLA,Volume_^DJI,Volume_^GSPC,Volume_^TNX,Volume_^VIX,CPI,PPI,Unemployment_Rate,Consumer_Sentiment,Federal_Funds_Rate,Durable_Goods_Orders,Industrial_Production_Index,Labor_Force_Participation,Label,SMA_5,SMA_10,EMA_5,EMA_10,Upper_Band,Lower_Band,RSI_14,ATR_14,MACD,Signal_Line,ROC_14,Close_TSLA_Lag1,Close_TSLA_Lag2,Close_TSLA_Lag3,Close_TSLA_Lag4,Close_TSLA_Lag5,Open_TSLA_Lag1,Open_TSLA_Lag2,Open_TSLA_Lag3,Open_TSLA_Lag4,Open_TSLA_Lag5,Open_Close_Diff
2016-02-18,422.37298583984375,34.279998779296875,30.770000457763672,11.118000030517578,16413.4296875,1917.8299560546875,1.758999943733215,21.63999938964844,425.9960021972656,35.72999954223633,31.979999542236328,11.529999732971191,16511.83984375,1930.0,1.830000042915344,22.530000686645508,415.6380004882813,33.79999923706055,30.270000457763672,10.98466682434082,16390.4296875,1915.0899658203125,1.7549999952316284,21.290000915527344,416.5719909667969,34.90999984741211,31.350000381469727,11.494667053222656,16483.759765625,1927.5699462890625,1.8209999799728391,22.15999984741211,76752600.0,33585.0,225497.0,58314000.0,104950000.0,4436490000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,0,10.569333267211912,10.304533290863038,10.740633182431012,10.773436467457282,14.01323115329781,8.891235475730511,42.00696004566754,0.8199670492190594,-0.8412283490167223,-0.9716089633780528,-12.777198066505166,11.245332717895508,10.344667434692385,10.06933307647705,10.06933307647705,10.031332969665527,10.600000381469728,10.579999923706056,10.333333015441896,10.333333015441896,10.133333206176758,0.2493343353271484
2016-02-19,420.7850036621094,33.0099983215332,29.63999938964844,11.10533332824707,16391.990234375,1917.780029296875,1.7480000257492063,20.530000686645508,423.10400390625,34.439998626708984,30.729999542236328,11.166000366210938,16410.9609375,1918.780029296875,1.784999966621399,23.440000534057617,417.60400390625,32.68000030517578,29.049999237060547,10.833333015441896,16278.0,1902.1700439453125,1.7289999723434448,20.520000457763672,422.7300109863281,34.040000915527344,30.600000381469727,10.910667419433594,16410.9609375,1916.739990234375,1.7450000047683716,22.38999938964844,55711300.0,32381.0,103202.0,44391000.0,134340000.0,4142850000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,10.776533317565915,10.331066608428957,10.862199897703032,10.833781351237244,13.71642052324932,8.948246129430125,41.87677001563932,0.785159927901201,-0.7605205676094986,-0.929391284224342,-15.41585764267181,11.118000030517578,11.245332717895508,10.344667434692385,10.06933307647705,10.06933307647705,11.494667053222656,10.600000381469728,10.579999923706056,10.333333015441896,10.333333015441896,-0.2073326110839843
2016-02-22,437.74798583984375,34.689998626708984,31.479999542236328,11.849332809448242,16620.66015625,1945.5,1.7660000324249268,19.3799991607666,439.0450134277344,34.970001220703125,32.04999923706055,11.927332878112791,16664.240234375,1946.699951171875,1.7760000228881836,20.350000381469727,432.9169921875,32.81999969482422,29.479999542236328,11.32333278656006,16417.130859375,1924.43994140625,1.7519999742507937,19.020000457763672,438.989013671875,33.119998931884766,29.719999313354492,11.341333389282228,16417.130859375,1924.43994140625,1.77400004863739,20.13999938964844,85385200.0,28302.0,521016.0,75901500.0,102240000.0,4054710000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,11.132533264160156,10.529399871826172,11.191244201618105,11.01842707091197,13.529093915263276,9.01130601759805,51.40370839746538,0.7877913294700953,-0.6292706883187371,-0.8693671650432212,-2.7574169335994587,11.10533332824707,11.118000030517578,11.245332717895508,10.344667434692385,10.06933307647705,10.910667419433594,11.494667053222656,10.600000381469728,10.579999923706056,10.333333015441896,0.236000061035158
2016-02-23,420.7359924316406,33.27000045776367,31.8700008392334,11.814000129699709,16431.779296875,1921.27001953125,1.7450000047683716,20.979999542236328,439.8580017089844,35.11000061035156,33.529998779296875,12.11533260345459,16610.390625,1942.3800048828125,1.8140000104904177,21.15999984741211,417.8210144042969,32.93000030517578,31.219999313354492,11.57866668701172,16403.529296875,1919.43994140625,1.72599995136261,19.540000915527344,438.2550048828125,34.540000915527344,33.34000015258789,11.744000434875488,16610.390625,1942.3800048828125,1.7799999713897705,19.75,85244896.0,41038.0,539379.0,89766000.0,98170000.0,3890650000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,11.426399803161624,10.722466564178466,11.398829510978638,11.163076717964286,13.3641887062332,9.06721121136934,50.97638050664975,0.7698537999681506,-0.5220869717225121,-0.7999111263790795,2.1501045878039906,11.849332809448242,11.10533332824707,11.118000030517578,11.245332717895508,10.344667434692385,11.341333389282228,10.910667419433594,11.494667053222656,10.600000381469728,10.579999923706056,-0.1053323745727539
2016-02-24,424.9549865722656,34.40999984741211,32.150001525878906,11.93333339691162,16484.990234375,1929.800048828125,1.7419999837875366,20.719999313354492,425.5499877929687,34.65999984741211,32.400001525878906,11.966667175292969,16507.390625,1932.0799560546875,1.7419999837875366,22.8700008392334,413.9070129394531,32.369998931884766,30.559999465942383,11.189332962036133,16165.8603515625,1891.0,1.64900004863739,20.260000228881836,420.95599365234375,32.9900016784668,31.280000686645508,11.516667366027832,16418.83984375,1917.56005859375,1.7050000429153442,22.280000686645508,67743696.0,48659.0,652245.0,80934000.0,93620000.0,4317250000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,11.563999938964844,10.957999897003171,11.5769974729563,11.3031233868638,13.274880821964414,9.096052424648134,52.415194728869224,0.7703881152030567,-0.4226419533954875,-0.7244572917823611,2.093190723321652,11.814000129699709,11.849332809448242,11.10533332824707,11.118000030517578,11.245332717895508,11.744000434875488,11.341333389282228,10.910667419433594,11.494667053222656,10.600000381469728,-0.2973327636718768
2016-02-25,424.54400634765625,35.290000915527344,33.06999969482422,12.495332717895508,16697.2890625,1951.699951171875,1.6970000267028809,19.11000061035156,427.718994140625,35.72999954223633,33.4900016784668,12.567999839782717,16697.98046875,1951.8299560546875,1.7450000047683716,21.260000228881836,420.4150085449219,33.29999923706055,31.06999969482422,11.68000030517578,16458.419921875,1925.4100341796875,1.6779999732971191,19.100000381469727,425.0369873046875,34.43000030517578,32.189998626708984,11.90999984741211,16504.380859375,1931.8699951171875,1.7400000095367432,20.540000915527344,70798000.0,25470.0,611874.0,86260500.0,94120000.0,4118210000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,11.83946647644043,11.204399871826173,11.883109221269368,11.519888719778656,13.247090953501328,9.108708912221328,58.58060576130636,0.7787889308747625,-0.2950809025662497,-0.6385820139391388,15.270595405964372,11.93333339691162,11.814000129699709,11.849332809448242,11.10533332824707,11.118000030517578,11.516667366027832,11.744000434875488,11.341333389282228,10.910667419433594,11.494667053222656,-0.0233335494995099
2016-02-26,432.1520080566406,35.099998474121094,32.779998779296875,12.689332962036133,16639.970703125,1948.050048828125,1.7619999647140503,19.809999465942383,432.1520080566406,36.9900016784668,34.689998626708984,12.800000190734863,16795.98046875,1962.9599609375,1.7829999923706057,20.1299991607666,421.6199951171875,34.849998474121094,32.63999938964844,12.333333015441896,16623.91015625,1945.780029296875,1.7400000095367432,18.459999084472656,424.6289978027344,35.09000015258789,33.040000915527344,12.579999923706056,16712.69921875,1954.949951171875,1.7419999837875366,18.88999938964844,61486000.0,16272.0,646294.0,90976500.0,98480000.0,4348510000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,1,12.15626640319824,11.46639986038208,12.151850468191624,11.73251494564365,13.23566386809825,9.114402603001604,60.48395456681433,0.7564945197617771,-0.176301360047038,-0.5461258831607186,28.6167923813545,12.495332717895508,11.93333339691162,11.814000129699709,11.849332809448242,11.10533332824707,11.90999984741211,11.516667366027832,11.744000434875488,11.341333389282228,10.910667419433594,0.0846672058105486
2016-02-29,437.6969909667969,35.970001220703125,33.75,12.795332908630373,16516.5,1932.22998046875,1.7400000095367432,20.549999237060547,441.5069885253906,36.209999084472656,33.97999954223633,13.09000015258789,16726.119140625,1958.27001953125,1.7680000066757202,20.809999465942383,431.6929931640625,34.88999938964844,32.31999969482422,12.614666938781738,16510.400390625,1931.81005859375,1.7369999885559082,18.3799991607666,433.43798828125,35.13999938964844,32.720001220703125,12.826666831970217,16634.150390625,1947.1300048828125,1.7519999742507937,20.489999771118164,60694700.0,2779.0,512468.0,67485000.0,126220000.0,4588180000.0,0.0,0.0,237.336,181.3,4.9,91.7,0.38,217223.0,98.9232,62.8,0,12.345466423034669,11.738999843597412,12.36634461500454,11.9257545752776,13.159907658221597,9.15675884949935,61.52432719391849,0.7364115693363752,-0.0727754964071234,-0.4514558058099996,29.46374104470859,12.689332962036133,12.495332717895508,11.93333339691162,11.814000129699709,11.849332809448242,12.579999923706056,11.90999984741211,11.516667366027832,11.744000434875488,11.341333389282228,0.1373338699340838
2016-03-01,435.12298583984375,35.959999084472656,34.400001525878906,12.423333168029783,16865.080078125,1978.3499755859375,1.8339999914169312,17.700000762939453,439.6530151367187,35.959999084472656,34.7599983215332,13.063332557678224,16865.560546875,1978.3499755859375,1.837000012397766,20.170000076293945,432.3190002441406,35.959999084472656,33.369998931884766,12.18000030517578,16545.669921875,1937.0899658203125,1.7280000448226929,17.65999984741211,437.9169921875,35.959999084472656,33.900001525878906,12.949999809265137,16545.669921875,1937.0899658203125,1.7489999532699585,19.84000015258789,74895800.0,28210.0,566226.0,100683000.0,105050000.0,4819750000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,0,12.467333030700685,11.946866416931153,12.38534079934629,12.01622341032345,13.198738318414756,9.141728180913857,55.95647773694347,0.7469059038482373,-0.0205113318778114,-0.365266911023562,29.706964700011262,12.795332908630373,12.689332962036133,12.495332717895508,11.93333339691162,11.814000129699709,12.826666831970217,12.579999923706056,11.90999984741211,11.516667366027832,11.744000434875488,0.1546669006347638
2016-03-02,423.989013671875,36.93000030517578,34.65999984741211,12.555999755859377,16899.3203125,1986.449951171875,1.8480000495910645,17.09000015258789,435.9169921875,37.380001068115234,35.16999816894531,12.567999839782717,16900.169921875,1986.510009765625,1.871999979019165,18.40999984741211,423.989013671875,36.11000061035156,33.54999923706055,12.100000381469728,16766.3203125,1968.800048828125,1.8279999494552612,16.780000686645508,435.1310119628906,36.560001373291016,33.88999938964844,12.248666763305664,16851.169921875,1976.5999755859375,1.85099995136261,17.979999542236328,74955296.0,32186.0,597834.0,72936000.0,104470000.0,4666610000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,1,12.591866302490237,12.07793312072754,12.442227118183986,12.114364564057254,13.331132846334532,9.108400291940612,57.43588525747158,0.7269840148814338,0.0312532123737572,-0.2859628863440981,25.167809640337644,12.423333168029783,12.795332908630373,12.689332962036133,12.495332717895508,11.93333339691162,12.949999809265137,12.826666831970217,12.579999923706056,11.90999984741211,11.516667366027832,-0.1746664047241193
2016-03-03,421.6510009765625,37.06999969482422,34.56999969482422,13.04933261871338,16943.900390625,1993.4000244140625,1.830000042915344,16.700000762939453,425.37298583984375,37.36000061035156,35.31999969482422,13.161333084106444,16944.310546875,1993.68994140625,1.8580000400543213,17.559999465942383,419.4110107421875,36.36000061035156,34.189998626708984,12.281332969665527,16820.73046875,1977.3699951171875,1.815000057220459,16.31999969482422,423.9119873046875,37.029998779296875,34.72999954223633,12.552000045776367,16896.169921875,1985.5999755859375,1.8480000495910645,17.25,100484000.0,25866.0,512962.0,72435000.0,91110000.0,5081700000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,1,12.702666282653809,12.271066379547118,12.644595618360452,12.284358755812914,13.538320277832357,9.0372793925778,62.482527538266886,0.7379137362785396,0.110807505762926,-0.2066088079226933,29.594805530843953,12.555999755859377,12.423333168029783,12.795332908630373,12.689332962036133,12.495332717895508,12.248666763305664,12.949999809265137,12.826666831970217,12.579999923706056,11.90999984741211,-0.0039997100830095
2016-03-04,410.9389953613281,38.720001220703125,35.91999816894531,13.402667045593262,17006.76953125,1999.989990234375,1.8830000162124632,16.860000610351562,425.1780090332031,38.97999954223633,36.34000015258789,13.60200023651123,17062.380859375,2009.1300048828125,1.9019999504089355,17.350000381469727,410.9389953613281,36.83000183105469,34.400001525878906,13.166666984558104,16898.83984375,1986.77001953125,1.8270000219345093,16.049999237060547,421.83599853515625,36.959999084472656,34.65999984741211,13.199999809265137,16945.0,1994.010009765625,1.8359999656677248,16.479999542236328,90856096.0,32203.0,578290.0,97336500.0,106910000.0,6049930000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,1,12.845333099365234,12.500799751281738,12.897286094104722,12.487687535772976,13.835354060769378,8.996512298941317,65.62606579129877,0.724681870672776,0.2000598265937139,-0.1252750810194118,33.10382071781105,13.04933261871338,12.555999755859377,12.423333168029783,12.795332908630373,12.689332962036133,12.552000045776367,12.248666763305664,12.949999809265137,12.826666831970217,12.579999923706056,0.150667190551756
2016-03-07,414.3210144042969,40.84000015258789,37.900001525878906,13.685999870300291,17073.94921875,2001.760009765625,1.9019999504089355,17.350000381469727,415.9169921875,41.040000915527344,38.11000061035156,13.979999542236328,17099.25,2006.1199951171875,1.9179999828338623,18.040000915527344,406.3089904785156,38.880001068115234,36.09000015258789,13.15999984741211,16940.48046875,1989.3800048828125,1.8969999551773071,16.8700008392334,407.7569885253906,38.9900016784668,36.20000076293945,13.178667068481444,16991.2890625,1996.1099853515625,1.9110000133514404,17.979999542236328,85762400.0,33230.0,709870.0,79941000.0,100290000.0,4968180000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,1,13.02346649169922,12.684466457366945,13.160190686169912,12.705562505687032,14.108503774137482,9.105362555055637,67.9454389718443,0.7314902866835933,0.2903090232144798,-0.0421582601726335,32.300046924681695,13.402667045593262,13.04933261871338,12.555999755859377,12.423333168029783,12.795332908630373,13.199999809265137,12.552000045776367,12.248666763305664,12.949999809265137,12.826666831970217,-0.2239999771118181
2016-03-08,413.9719848632813,39.650001525878906,36.5,13.506667137145996,16964.099609375,1979.260009765625,1.8320000171661377,18.670000076293945,416.2430114746094,41.47999954223633,38.38999938964844,13.833333015441896,17072.7890625,1996.8800048828125,1.8530000448226929,18.88999938964844,411.093994140625,39.310001373291016,36.119998931884766,13.479999542236328,16921.509765625,1977.4300537109375,1.8040000200271609,17.81999969482422,414.4649963378906,40.84000015258789,37.939998626708984,13.56666660308838,17050.669921875,1996.8800048828125,1.8459999561309817,18.3799991607666,70311696.0,35047.0,706933.0,62680500.0,108380000.0,4641650000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,0,13.24013328552246,12.853733158111572,13.275682836495276,12.851217893225025,14.28894141884606,9.28725830344398,64.95785300248598,0.7044790857208773,0.3434029732131467,0.0349539865045225,20.10909304312414,13.685999870300291,13.402667045593262,13.04933261871338,12.555999755859377,12.423333168029783,13.178667068481444,13.199999809265137,12.552000045776367,12.248666763305664,12.949999809265137,-0.1193332672119105
2016-03-09,414.8599853515625,41.06999969482422,38.290000915527344,13.914667129516602,17000.359375,1989.260009765625,1.8919999599456787,18.34000015258789,416.0320129394531,41.2400016784668,38.5099983215332,13.958000183105469,17048.5,1992.68994140625,1.8969999551773071,19.11000061035156,411.6059875488281,39.41999816894531,36.2400016784668,13.519332885742188,16947.939453125,1979.8399658203125,1.85699999332428,18.309999465942383,413.8940124511719,39.52000045776367,36.36000061035156,13.63466739654541,16969.169921875,1981.43994140625,1.88100004196167,18.559999465942383,70012304.0,29231.0,740632.0,48129000.0,116690000.0,4038120000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,1,13.511866760253906,13.05186653137207,13.488677600835718,13.044572299823493,14.453134826717768,9.556731601657477,68.36586657206513,0.6863972257379197,0.4136343810284106,0.1106900654093001,25.154408088887457,13.506667137145996,13.685999870300291,13.402667045593262,13.04933261871338,12.555999755859377,13.56666660308838,13.178667068481444,13.199999809265137,12.552000045776367,12.248666763305664,0.128000259399414
2016-03-10,417.1310119628906,40.04999923706055,37.84000015258789,13.678667068481444,16995.130859375,1989.5699462890625,1.9290000200271609,18.049999237060547,417.5119934082031,41.0,38.47999954223633,14.219332695007324,17130.109375,2005.0799560546875,1.9520000219345093,19.59000015258789,413.2510070800781,39.650001525878906,37.209999084472656,13.378000259399414,16821.859375,1969.25,1.8639999628067017,17.059999465942383,414.7439880371094,40.84000015258789,38.16999816894531,14.0,17006.05078125,1990.969970703125,1.871000051498413,18.170000076293945,81022896.0,28194.0,701435.0,77887500.0,117570000.0,4376790000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,0,13.63773365020752,13.170199966430664,13.552007423384294,13.1598622577613,14.562572133691974,9.81202770456486,64.46067705647312,0.697464026442919,0.4451189904759882,0.1775758504226378,23.172053140349664,13.914667129516602,13.506667137145996,13.685999870300291,13.402667045593262,13.04933261871338,13.63466739654541,13.56666660308838,13.178667068481444,13.199999809265137,12.552000045776367,0.0853328704833984
2016-03-11,421.69000244140625,40.38999938964844,38.5,13.833333015441896,17213.310546875,2022.18994140625,1.9769999980926511,16.5,423.9259948730469,41.0099983215332,39.02000045776367,13.961333274841309,17220.08984375,2022.3699951171875,1.9859999418258667,17.270000457763672,417.0130004882813,40.029998779296875,37.91999816894531,13.68866729736328,17014.990234375,1994.7099609375,1.924000024795532,16.280000686645508,417.2380065917969,40.25,37.9900016784668,13.862000465393066,17014.990234375,1994.7099609375,1.9450000524520872,17.09000015258789,73969696.0,22689.0,564791.0,50146500.0,123420000.0,4078620000.0,0.0,0.0,238.08,182.1,5.0,91.0,0.36,218868.0,98.1635,63.0,0,13.723866844177246,13.28459997177124,13.64578262073683,13.2823114864305,14.6437524195229,10.10724741263042,65.83793162668162,0.6678356107227009,0.4770518627012663,0.2374710528783635,16.74356048478681,13.678667068481444,13.914667129516602,13.506667137145996,13.685999870300291,13.402667045593262,14.0,13.63466739654541,13.56666660308838,13.178667068481444,13.199999809265137,0.1833333969116228
